5432038   20240311  GBOR22724PLMXS3                    406534471005707075197139000000000012531347NESCAFE Creamylatte Twinpack 200x51g PH 0.000        CS                               4800361414005  
5432038   20240311  GBOR22724PLMXS3                    406534471005707075197139000000000012531347NESCAFE Creamylatte Twinpack 200x51g PH 12.000       CS 40370597U120240206  20250228  4800361414005  
5432038   20240311  GBOR22724PLMXS3                    406534471005707075197139000000000012531347NESCAFE Creamylatte Twinpack 200x51g PH 2.000        CS 40390597U120240208  20250228  4800361414005  
