5432038   20240311  GBOR2062024SOL1                    406486661405707075165262000000000012272377NESCAFE CLASSIC DECAF 30x80g N1 PH      1.000        CS 40390190JB20240209  20250831  4800361393751  
5432038   20240311  GBOR2062024SOL1                    406486661405707075165262000000000012283360NESCAFE CLASSIC DECAF 24x160g PH        1.000        CS 40440190JA20240213  20250831  4800361393638  
